q,p,fsz,nc,uc,level,parent,asm_len,extend_elems
2867,12134,3,1,2,0,12177,2,4
2868,12135,3,1,2,0,12177,2,4
2869,12136,3,1,2,0,12177,2,4
2870,12137,3,1,2,0,12172,2,4
2871,12138,3,1,2,0,12177,2,4
2872,12139,3,1,2,0,12177,2,4
2873,12140,3,1,2,0,12196,2,4
2874,12141,3,1,2,0,12177,2,4
2875,12142,3,1,2,0,12170,2,4
2876,12143,3,1,2,0,12193,2,4
2877,12144,3,1,2,0,12183,2,4
2878,12145,3,1,2,0,12193,2,4
2879,12146,3,1,2,0,12183,2,4
2880,12147,3,1,2,0,12193,2,4
2881,12148,3,1,2,0,12183,2,4
2882,12149,3,1,2,0,12183,2,4
2883,12150,3,1,2,0,12173,2,4
2884,12151,3,1,2,0,12173,2,4
2885,12152,3,1,2,0,12178,2,4
2886,12153,3,1,2,0,12186,2,4
2887,12154,3,1,2,0,12174,2,4
2888,12155,8,2,6,0,12176,6,36
2889,12156,6,2,4,0,12185,4,16
2890,12157,6,2,4,0,12183,4,16
2891,12158,6,2,4,0,12175,4,16
2892,12159,6,2,4,0,12190,4,16
2893,12160,6,2,4,0,12175,4,16
2894,12161,6,2,4,0,12184,4,16
2895,12162,6,2,4,0,12184,4,16
2896,12163,6,2,4,0,12185,4,16
2897,12164,6,2,4,0,12186,4,16
2898,12165,3,1,2,0,12176,2,4
2899,12166,3,1,2,0,12176,2,4
2900,12167,3,1,2,0,12195,2,4
2901,12168,3,1,2,0,12195,2,4
2902,12197,6,2,4,0,12385,4,16
2903,12198,6,2,4,0,12250,4,16
2904,12199,6,2,4,0,12251,4,16
2905,12200,6,2,4,0,12284,4,16
2906,12201,4,2,2,0,12266,2,4
2907,12202,3,1,2,0,12251,2,4
2908,12203,3,1,2,0,12252,2,4
2909,12204,3,1,2,0,12252,2,4
2910,12205,3,1,2,0,12278,2,4
2911,12206,3,1,2,0,12255,2,4
2912,12207,3,1,2,0,12251,2,4
2913,12208,3,1,2,0,12251,2,4
2914,12209,3,1,2,0,12252,2,4
2915,12210,3,1,2,0,12252,2,4
2916,12211,3,1,2,0,12253,2,4
2917,12212,3,1,2,0,12279,2,4
2918,12213,3,1,2,0,12254,2,4
2919,12214,3,1,2,0,12255,2,4
2920,12215,3,1,2,0,12258,2,4
2921,12216,3,1,2,0,12256,2,4
2922,12217,3,1,2,0,12257,2,4
2923,12218,3,1,2,0,12257,2,4
2924,12219,3,1,2,0,12277,2,4
2925,12220,3,1,2,0,12279,2,4
2926,12221,3,1,2,0,12259,2,4
2927,12222,3,1,2,0,12277,2,4
2928,12223,3,1,2,0,12265,2,4
2929,12224,3,1,2,0,12265,2,4
2930,12225,3,1,2,0,12260,2,4
2931,12226,3,1,2,0,12267,2,4
2932,12227,3,1,2,0,12268,2,4
2933,12228,3,1,2,0,12268,2,4
2934,12229,3,1,2,0,12268,2,4
2935,12230,3,1,2,0,12268,2,4
2936,12231,3,1,2,0,12276,2,4
2937,12232,3,1,2,0,12271,2,4
2938,12233,2,1,1,0,12264,1,1
2939,12234,2,1,1,0,12264,1,1
2940,12235,2,1,1,0,12264,1,1
2941,12236,2,1,1,0,12264,1,1
2942,12237,2,1,1,0,12264,1,1
2943,12238,2,1,1,0,12264,1,1
2944,12239,2,1,1,0,12264,1,1
2945,12240,6,2,4,0,12262,4,16
2946,12241,6,2,4,0,12272,4,16
2947,12242,6,2,4,0,12272,4,16
2948,12243,6,2,4,0,12261,4,16
2949,12244,6,2,4,0,12278,4,16
2950,12245,6,2,4,0,12262,4,16
2951,12246,6,2,4,0,12271,4,16
2952,12247,6,2,4,0,12269,4,16
2953,12248,6,2,4,0,12263,4,16
2954,12249,5,2,3,0,12264,3,9
2955,12286,8,2,6,0,12383,6,36
2956,12287,3,1,2,0,12384,2,4
2957,12288,3,1,2,0,12383,2,4
2958,12290,3,1,2,0,12383,2,4
2959,12291,6,2,4,0,12356,4,16
2960,12292,6,2,4,0,12371,4,16
2961,12293,6,2,4,0,12372,4,16
2962,12294,6,2,4,0,12358,4,16
2963,12295,6,2,4,0,12374,4,16
2964,12296,6,2,4,0,12357,4,16
2965,12297,4,2,2,0,12376,2,4
2966,12298,4,2,2,0,12368,2,4
2967,12299,4,2,2,0,12358,2,4
2968,12300,4,2,2,0,12381,2,4
2969,12301,3,1,2,0,12360,2,4
2970,12302,3,1,2,0,12360,2,4
2971,12303,3,1,2,0,12360,2,4
2972,12304,3,1,2,0,12360,2,4
2973,12305,3,1,2,0,12360,2,4
2974,12306,3,1,2,0,12376,2,4
2975,12307,3,1,2,0,12360,2,4
2976,12308,3,1,2,0,12361,2,4
2977,12309,3,1,2,0,12360,2,4
2978,12310,3,1,2,0,12360,2,4
2979,12311,3,1,2,0,12376,2,4
2980,12312,3,1,2,0,12376,2,4
2981,12313,3,1,2,0,12376,2,4
2982,12314,3,1,2,0,12359,2,4
2983,12315,3,1,2,0,12360,2,4
2984,12316,3,1,2,0,12361,2,4
2985,12317,3,1,2,0,12376,2,4
2986,12318,3,1,2,0,12367,2,4
2987,12319,3,1,2,0,12361,2,4
2988,12320,3,1,2,0,12367,2,4
2989,12321,3,1,2,0,12367,2,4
2990,12322,3,1,2,0,12367,2,4
2991,12323,3,1,2,0,12369,2,4
2992,12324,3,1,2,0,12362,2,4
2993,12325,3,1,2,0,12369,2,4
2994,12326,3,1,2,0,12382,2,4
2995,12327,3,1,2,0,12362,2,4
2996,12328,3,1,2,0,12362,2,4
2997,12329,3,1,2,0,12373,2,4
2998,12330,3,1,2,0,12373,2,4
2999,12331,3,1,2,0,12369,2,4
3000,12332,3,1,2,0,12363,2,4
3001,12333,3,1,2,0,12373,2,4
3002,12334,3,1,2,0,12373,2,4
3003,12335,3,1,2,0,12363,2,4
3004,12336,3,1,2,0,12373,2,4
3005,12337,3,1,2,0,12373,2,4
3006,12338,3,1,2,0,12373,2,4
3007,12339,3,1,2,0,12364,2,4
3008,12340,3,1,2,0,12364,2,4
3009,12341,3,1,2,0,12373,2,4
3010,12342,3,1,2,0,12363,2,4
3011,12343,3,1,2,0,12364,2,4
3012,12344,3,1,2,0,12378,2,4
3013,12345,3,1,2,0,12378,2,4
3014,12346,3,1,2,0,12378,2,4
3015,12347,3,1,2,0,12378,2,4
3016,12348,3,1,2,0,12378,2,4
3017,12349,8,2,6,0,12378,6,36
3018,12350,6,2,4,0,12377,4,16
3019,12351,6,2,4,0,12365,4,16
3020,12352,6,2,4,0,12378,4,16
3021,12353,6,2,4,0,12366,4,16
3022,12354,6,2,4,0,12366,4,16
3023,12355,6,2,4,0,12367,4,16
3024,0,8,2,6,0,199,6,36
3025,1,6,2,4,0,199,4,16
3026,2,6,2,4,0,748,4,16
3027,3,4,2,2,0,199,2,4
3028,4,4,2,2,0,337,2,4
3029,5,6,2,4,0,77,4,16
3030,6,6,2,4,0,90,4,16
3031,7,4,2,2,0,106,2,4
3032,8,6,2,4,0,91,4,16
3033,9,4,2,2,0,99,2,4
3034,10,4,2,2,0,97,2,4
3035,11,4,2,2,0,96,2,4
3036,12,4,2,2,0,94,2,4
3037,13,4,2,2,0,93,2,4
3038,14,4,2,2,0,104,2,4
3039,15,4,2,2,0,100,2,4
3040,16,4,2,2,0,107,2,4
3041,17,4,2,2,0,96,2,4
3042,18,4,2,2,0,92,2,4
3043,19,4,2,2,0,80,2,4
3044,20,4,2,2,0,106,2,4
3045,21,4,2,2,0,99,2,4
3046,22,4,2,2,0,104,2,4
3047,23,4,2,2,0,99,2,4
3048,24,4,2,2,0,96,2,4
3049,25,4,2,2,0,96,2,4
3050,26,4,2,2,0,94,2,4
3051,27,4,2,2,0,92,2,4
3052,28,4,2,2,0,102,2,4
3053,29,4,2,2,0,94,2,4
3054,30,4,2,2,0,96,2,4
3055,31,4,2,2,0,100,2,4
3056,32,4,2,2,0,79,2,4
3057,33,4,2,2,0,78,2,4
3058,34,4,2,2,0,79,2,4
3059,35,4,2,2,0,96,2,4
3060,36,4,2,2,0,97,2,4
3061,37,4,2,2,0,94,2,4
3062,38,4,2,2,0,100,2,4
3063,39,4,2,2,0,107,2,4
3064,40,4,2,2,0,80,2,4
3065,41,4,2,2,0,81,2,4
3066,42,4,2,2,0,103,2,4
3067,43,4,2,2,0,92,2,4
3068,44,4,2,2,0,103,2,4
3069,45,4,2,2,0,103,2,4
3070,46,4,2,2,0,81,2,4
3071,47,3,1,2,0,84,2,4
3072,48,3,1,2,0,105,2,4
3073,49,3,1,2,0,105,2,4
3074,50,3,1,2,0,92,2,4
3075,51,3,1,2,0,92,2,4
3076,52,3,1,2,0,82,2,4
3077,53,3,1,2,0,83,2,4
3078,54,3,1,2,0,83,2,4
3079,55,3,1,2,0,84,2,4
3080,56,3,1,2,0,84,2,4
3081,57,3,1,2,0,85,2,4
3082,58,3,1,2,0,92,2,4
3083,59,3,1,2,0,87,2,4
3084,60,3,1,2,0,87,2,4
3085,61,3,1,2,0,87,2,4
3086,62,3,1,2,0,87,2,4
3087,63,3,1,2,0,87,2,4
3088,64,3,1,2,0,87,2,4
3089,65,3,1,2,0,86,2,4
3090,66,3,1,2,0,87,2,4
3091,67,3,1,2,0,107,2,4
3092,68,3,1,2,0,87,2,4
3093,69,3,1,2,0,87,2,4
3094,70,3,1,2,0,107,2,4
3095,71,3,1,2,0,88,2,4
3096,72,3,1,2,0,89,2,4
3097,73,10,2,8,0,90,8,64
3098,74,8,2,6,0,106,6,36
3099,75,6,2,4,0,105,4,16
3100,76,6,2,4,0,93,4,16
3101,108,4,2,2,0,199,2,4
3102,109,6,2,4,0,180,4,16
3103,110,6,2,4,0,181,4,16
3104,111,4,2,2,0,188,2,4
3105,112,4,2,2,0,188,2,4
3106,113,6,2,4,0,184,4,16
3107,114,4,2,2,0,186,2,4
3108,115,4,2,2,0,189,2,4
3109,116,4,2,2,0,189,2,4
3110,117,4,2,2,0,185,2,4
3111,118,4,2,2,0,187,2,4
3112,119,4,2,2,0,199,2,4
3113,120,4,2,2,0,199,2,4
3114,121,4,2,2,0,198,2,4
3115,122,4,2,2,0,195,2,4
3116,123,4,2,2,0,195,2,4
3117,124,4,2,2,0,182,2,4
3118,125,4,2,2,0,197,2,4
3119,126,4,2,2,0,192,2,4
3120,127,4,2,2,0,197,2,4
3121,128,3,1,2,0,183,2,4
3122,129,3,1,2,0,183,2,4
3123,130,3,1,2,0,183,2,4
3124,131,4,2,2,0,193,2,4
3125,132,3,1,2,0,183,2,4
3126,133,3,1,2,0,183,2,4
3127,134,3,1,2,0,183,2,4
3128,135,3,1,2,0,183,2,4
3129,136,3,1,2,0,183,2,4
3130,137,3,1,2,0,183,2,4
3131,138,3,1,2,0,183,2,4
3132,139,3,1,2,0,183,2,4
3133,140,3,1,2,0,194,2,4
3134,141,3,1,2,0,194,2,4
3135,142,3,1,2,0,194,2,4
3136,143,3,1,2,0,199,2,4
3137,144,3,1,2,0,199,2,4
3138,145,3,1,2,0,199,2,4
3139,146,3,1,2,0,194,2,4
3140,147,3,1,2,0,194,2,4
3141,148,3,1,2,0,194,2,4
3142,149,3,1,2,0,199,2,4
3143,150,3,1,2,0,199,2,4
3144,151,3,1,2,0,199,2,4
3145,152,3,1,2,0,199,2,4
3146,153,3,1,2,0,199,2,4
3147,154,3,1,2,0,199,2,4
3148,155,3,1,2,0,199,2,4
3149,156,3,1,2,0,199,2,4
3150,157,3,1,2,0,185,2,4
3151,158,3,1,2,0,185,2,4
3152,161,3,1,2,0,184,2,4
3153,162,3,1,2,0,184,2,4
3154,163,3,1,2,0,184,2,4
3155,164,3,1,2,0,184,2,4
3156,165,3,1,2,0,184,2,4
3157,166,3,1,2,0,184,2,4
3158,167,3,1,2,0,184,2,4
3159,168,3,1,2,0,184,2,4
3160,169,6,2,4,0,196,4,16
3161,170,6,2,4,0,191,4,16
3162,171,6,2,4,0,185,4,16
3163,172,6,2,4,0,196,4,16
3164,173,6,2,4,0,199,4,16
3165,174,6,2,4,0,197,4,16
3166,175,6,2,4,0,186,4,16
3167,176,6,2,4,0,192,4,16
3168,177,6,2,4,0,190,4,16
3169,178,6,2,4,0,193,4,16
3170,200,6,2,4,0,337,4,16
3171,201,4,2,2,0,337,2,4
3172,202,4,2,2,0,336,2,4
3173,203,3,1,2,0,337,2,4
3174,204,3,1,2,0,337,2,4
3175,205,3,1,2,0,337,2,4
3176,206,6,2,4,0,244,4,16
3177,207,6,2,4,0,243,4,16
3178,208,4,2,2,0,243,2,4
3179,209,4,2,2,0,257,2,4
3180,210,4,2,2,0,245,2,4
3181,211,4,2,2,0,258,2,4
3182,212,4,2,2,0,246,2,4
3183,213,4,2,2,0,259,2,4
3184,214,4,2,2,0,254,2,4
3185,215,4,2,2,0,266,2,4
3186,216,4,2,2,0,264,2,4
3187,217,4,2,2,0,255,2,4
3188,218,4,2,2,0,266,2,4
3189,219,4,2,2,0,247,2,4
3190,220,4,2,2,0,266,2,4
3191,221,4,2,2,0,255,2,4
3192,222,3,1,2,0,248,2,4
3193,223,3,1,2,0,248,2,4
3194,224,3,1,2,0,249,2,4
3195,225,3,1,2,0,249,2,4
3196,226,3,1,2,0,255,2,4
3197,227,3,1,2,0,255,2,4
3198,228,3,1,2,0,255,2,4
3199,229,3,1,2,0,250,2,4
3200,230,3,1,2,0,250,2,4
3201,231,3,1,2,0,251,2,4
3202,232,3,1,2,0,251,2,4
3203,233,3,1,2,0,253,2,4
3204,234,3,1,2,0,252,2,4
3205,235,3,1,2,0,252,2,4
3206,236,3,1,2,0,253,2,4
3207,237,8,2,6,0,263,6,36
3208,238,6,2,4,0,259,4,16
3209,239,6,2,4,0,264,4,16
3210,240,6,2,4,0,266,4,16
3211,241,6,2,4,0,259,4,16
3212,242,6,2,4,0,254,4,16
3213,267,4,2,2,0,337,2,4
3214,268,4,2,2,0,337,2,4
3215,269,4,2,2,0,337,2,4
3216,270,3,1,2,0,337,2,4
3217,271,3,1,2,0,337,2,4
3218,272,6,2,4,0,327,4,16
3219,273,6,2,4,0,328,4,16
3220,274,4,2,2,0,323,2,4
3221,275,4,2,2,0,335,2,4
3222,276,4,2,2,0,323,2,4
3223,277,4,2,2,0,324,2,4
3224,278,4,2,2,0,329,2,4
3225,279,4,2,2,0,329,2,4
3226,280,4,2,2,0,333,2,4
3227,281,4,2,2,0,332,2,4
3228,282,4,2,2,0,323,2,4
3229,283,4,2,2,0,333,2,4
3230,284,4,2,2,0,334,2,4
3231,285,4,2,2,0,323,2,4
3232,286,4,2,2,0,324,2,4
3233,287,4,2,2,0,326,2,4
3234,288,3,1,2,0,325,2,4
3235,289,3,1,2,0,325,2,4
3236,290,3,1,2,0,325,2,4
3237,291,3,1,2,0,325,2,4
3238,292,3,1,2,0,325,2,4
3239,293,3,1,2,0,325,2,4
3240,294,3,1,2,0,325,2,4
3241,295,3,1,2,0,325,2,4
3242,296,3,1,2,0,325,2,4
3243,297,3,1,2,0,325,2,4
3244,298,3,1,2,0,325,2,4
3245,299,3,1,2,0,325,2,4
3246,300,3,1,2,0,325,2,4
3247,301,3,1,2,0,328,2,4
3248,302,3,1,2,0,328,2,4
3249,303,3,1,2,0,328,2,4
3250,304,3,1,2,0,333,2,4
3251,305,3,1,2,0,333,2,4
3252,306,3,1,2,0,328,2,4
3253,307,3,1,2,0,328,2,4
3254,308,3,1,2,0,328,2,4
3255,309,3,1,2,0,328,2,4
3256,310,3,1,2,0,328,2,4
3257,311,3,1,2,0,328,2,4
3258,312,3,1,2,0,328,2,4
3259,315,3,1,2,0,326,2,4
3260,316,3,1,2,0,326,2,4
3261,317,3,1,2,0,326,2,4
3262,318,6,2,4,0,330,4,16
3263,319,6,2,4,0,333,4,16
3264,320,6,2,4,0,327,4,16
3265,321,6,2,4,0,332,4,16
3266,338,6,2,4,0,470,4,16
3267,339,4,2,2,0,470,2,4
3268,340,4,2,2,0,470,2,4
3269,341,4,2,2,0,470,2,4
3270,342,3,1,2,0,470,2,4
3271,343,3,1,2,0,470,2,4
3272,344,3,1,2,0,1732,2,4
3273,345,8,2,6,0,390,6,36
3274,346,6,2,4,0,397,4,16
3275,347,6,4,2,0,470,2,4
3276,348,4,2,2,0,398,2,4
3277,349,4,2,2,0,405,2,4
3278,350,4,2,2,0,405,2,4
3279,351,4,2,2,0,402,2,4
3280,352,4,2,2,0,405,2,4
3281,353,4,2,2,0,406,2,4
3282,354,4,2,2,0,406,2,4
3283,355,4,2,2,0,402,2,4
3284,356,4,2,2,0,405,2,4
3285,357,4,2,2,0,391,2,4
3286,358,4,2,2,0,405,2,4
3287,359,4,2,2,0,405,2,4
3288,360,4,2,2,0,405,2,4
3289,361,3,1,2,0,399,2,4
3290,362,3,1,2,0,399,2,4
3291,363,3,1,2,0,399,2,4
3292,364,3,1,2,0,399,2,4
3293,365,3,1,2,0,392,2,4
3294,366,3,1,2,0,392,2,4
3295,367,3,1,2,0,392,2,4
3296,368,3,1,2,0,393,2,4
3297,369,3,1,2,0,393,2,4
3298,370,3,1,2,0,393,2,4
3299,371,3,1,2,0,404,2,4
3300,372,3,1,2,0,404,2,4
3301,373,3,1,2,0,404,2,4
3302,374,3,1,2,0,404,2,4
3303,375,3,1,2,0,396,2,4
3304,376,3,1,2,0,396,2,4
3305,377,3,1,2,0,394,2,4
3306,378,3,1,2,0,394,2,4
3307,379,3,1,2,0,394,2,4
3308,380,3,1,2,0,395,2,4
3309,381,3,1,2,0,395,2,4
3310,382,3,1,2,0,395,2,4
3311,383,10,2,8,0,404,8,64
3312,384,10,2,8,0,404,8,64
3313,385,10,2,8,0,396,8,64
3314,386,10,2,8,0,399,8,64
3315,387,6,2,4,0,397,4,16
3316,388,8,2,6,0,399,6,36
3317,389,6,2,4,0,403,4,16
3318,407,3,1,2,0,3287,2,4
3319,408,3,1,2,0,1732,2,4
3320,409,8,2,6,0,468,6,36
3321,410,6,2,4,0,466,4,16
3322,411,6,2,4,0,466,4,16
3323,412,6,2,4,0,459,4,16
3324,413,6,2,4,0,467,4,16
3325,414,4,2,2,0,470,2,4
3326,415,4,2,2,0,459,2,4
3327,416,4,2,2,0,462,2,4
3328,417,4,2,2,0,468,2,4
3329,418,4,2,2,0,468,2,4
3330,419,4,2,2,0,464,2,4
3331,420,3,1,2,0,469,2,4
3332,421,3,1,2,0,469,2,4
3333,422,3,1,2,0,469,2,4
3334,423,3,1,2,0,469,2,4
3335,424,3,1,2,0,469,2,4
3336,425,3,1,2,0,469,2,4
3337,426,3,1,2,0,469,2,4
3338,427,3,1,2,0,469,2,4
3339,428,3,1,2,0,469,2,4
3340,429,3,1,2,0,469,2,4
3341,430,3,1,2,0,469,2,4
3342,431,3,1,2,0,460,2,4
3343,432,3,1,2,0,460,2,4
3344,433,3,1,2,0,461,2,4
3345,434,3,1,2,0,461,2,4
3346,435,3,1,2,0,463,2,4
3347,436,3,1,2,0,462,2,4
3348,437,3,1,2,0,462,2,4
3349,438,3,1,2,0,462,2,4
3350,439,3,1,2,0,465,2,4
3351,440,3,1,2,0,465,2,4
3352,441,3,1,2,0,465,2,4
3353,442,3,1,2,0,465,2,4
3354,443,3,1,2,0,465,2,4
3355,444,3,1,2,0,465,2,4
3356,445,3,1,2,0,465,2,4
3357,446,3,1,2,0,465,2,4
3358,447,3,1,2,0,465,2,4
3359,448,3,1,2,0,465,2,4
3360,449,3,1,2,0,465,2,4
3361,450,3,1,2,0,465,2,4
3362,451,6,2,4,0,463,4,16
3363,452,6,2,4,0,468,4,16
3364,453,6,2,4,0,469,4,16
3365,454,6,2,4,0,468,4,16
3366,455,6,2,4,0,467,4,16
3367,456,6,2,4,0,467,4,16
3368,457,6,2,4,0,464,4,16
3369,458,6,2,4,0,465,4,16
3370,471,4,2,2,0,566,2,4
3371,472,4,2,2,0,566,2,4
3372,473,4,2,2,0,566,2,4
3373,474,4,2,2,0,747,2,4
3374,475,6,2,4,0,563,4,16
3375,476,6,2,4,0,553,4,16
3376,477,6,2,4,0,536,4,16
3377,478,4,2,2,0,564,2,4
3378,479,4,2,2,0,560,2,4
3379,480,4,2,2,0,537,2,4
3380,481,4,2,2,0,560,2,4
3381,482,4,2,2,0,535,2,4
3382,483,4,2,2,0,553,2,4
3383,484,4,2,2,0,535,2,4
3384,485,4,2,2,0,559,2,4
3385,486,4,2,2,0,538,2,4
3386,487,4,2,2,0,551,2,4
3387,488,4,2,2,0,535,2,4
3388,489,4,2,2,0,539,2,4
3389,490,4,2,2,0,559,2,4
3390,491,4,2,2,0,540,2,4
3391,492,4,2,2,0,547,2,4
3392,493,4,2,2,0,541,2,4
3393,494,4,2,2,0,542,2,4
3394,495,4,2,2,0,543,2,4
3395,496,4,2,2,0,550,2,4
3396,497,4,2,2,0,552,2,4
3397,498,4,2,2,0,559,2,4
3398,499,4,2,2,0,565,2,4
3399,500,4,2,2,0,545,2,4
3400,501,4,2,2,0,544,2,4
3401,502,4,2,2,0,545,2,4
3402,503,3,1,2,0,549,2,4
3403,504,3,1,2,0,549,2,4
3404,505,3,1,2,0,560,2,4
3405,506,3,1,2,0,560,2,4
3406,507,3,1,2,0,560,2,4
3407,508,3,1,2,0,546,2,4
3408,509,3,1,2,0,546,2,4
3409,510,3,1,2,0,546,2,4
3410,511,3,1,2,0,554,2,4
3411,512,3,1,2,0,554,2,4
3412,513,3,1,2,0,547,2,4
3413,514,3,1,2,0,547,2,4
3414,515,3,1,2,0,548,2,4
3415,516,3,1,2,0,548,2,4
3416,517,3,1,2,0,548,2,4
3417,518,3,1,2,0,548,2,4
3418,519,3,1,2,0,548,2,4
3419,520,8,2,6,0,558,6,36
3420,521,6,2,4,0,549,4,16
3421,522,6,2,4,0,556,4,16
3422,523,6,2,4,0,557,4,16
3423,524,6,2,4,0,559,4,16
3424,525,6,2,4,0,550,4,16
3425,526,6,2,4,0,562,4,16
3426,527,6,2,4,0,559,4,16
3427,528,6,2,4,0,561,4,16
3428,529,6,2,4,0,556,4,16
3429,530,6,2,4,0,557,4,16
3430,531,6,2,4,0,551,4,16
3431,532,6,2,4,0,560,4,16
3432,533,6,2,4,0,555,4,16
3433,534,6,2,4,0,562,4,16
3434,567,6,2,4,0,637,4,16
3435,568,6,2,4,0,635,4,16
3436,569,4,2,2,0,646,2,4
3437,570,4,2,2,0,618,2,4
3438,571,4,2,2,0,631,2,4
3439,572,4,2,2,0,625,2,4
3440,573,4,2,2,0,647,2,4
3441,574,4,2,2,0,647,2,4
3442,575,4,2,2,0,649,2,4
3443,576,4,2,2,0,619,2,4
3444,577,4,2,2,0,642,2,4
3445,578,4,2,2,0,646,2,4
3446,579,4,2,2,0,647,2,4
3447,580,4,2,2,0,620,2,4
3448,581,4,2,2,0,627,2,4
3449,582,4,2,2,0,643,2,4
3450,583,4,2,2,0,621,2,4
3451,584,4,2,2,0,622,2,4
3452,585,4,2,2,0,649,2,4
3453,586,4,2,2,0,649,2,4
3454,587,4,2,2,0,623,2,4
3455,588,4,2,2,0,632,2,4
3456,589,4,2,2,0,624,2,4
3457,590,4,2,2,0,625,2,4
3458,591,4,2,2,0,626,2,4
3459,592,4,2,2,0,633,2,4
3460,593,4,2,2,0,650,2,4
3461,594,4,2,2,0,645,2,4
3462,595,4,2,2,0,638,2,4
3463,596,4,2,2,0,627,2,4
3464,597,4,2,2,0,634,2,4
3465,598,4,2,2,0,637,2,4
3466,599,4,2,2,0,635,2,4
3467,600,4,2,2,0,636,2,4
3468,601,4,2,2,0,628,2,4
3469,602,4,2,2,0,629,2,4
3470,603,4,2,2,0,645,2,4
3471,604,3,1,2,0,630,2,4
3472,605,3,1,2,0,630,2,4
3473,606,3,1,2,0,630,2,4
3474,607,3,1,2,0,630,2,4
3475,608,3,1,2,0,630,2,4
3476,609,6,2,4,0,631,4,16
3477,610,8,2,6,0,637,6,36
3478,611,6,2,4,0,643,4,16
3479,612,6,2,4,0,638,4,16
3480,613,6,2,4,0,639,4,16
3481,614,6,2,4,0,640,4,16
3482,615,6,2,4,0,645,4,16
3483,616,6,2,4,0,643,4,16
3484,617,6,2,4,0,644,4,16
3485,651,3,1,2,0,1732,2,4
3486,652,6,2,4,0,740,4,16
3487,653,6,2,4,0,716,4,16
3488,654,4,2,2,0,727,2,4
3489,655,4,2,2,0,738,2,4
3490,656,4,2,2,0,717,2,4
3491,657,4,2,2,0,724,2,4
3492,658,6,2,4,0,722,4,16
3493,659,4,2,2,0,737,2,4
3494,660,4,2,2,0,729,2,4
3495,661,4,2,2,0,718,2,4
3496,662,4,2,2,0,730,2,4
3497,663,4,2,2,0,732,2,4
3498,664,4,2,2,0,726,2,4
3499,665,4,2,2,0,726,2,4
3500,667,4,2,2,0,719,2,4
3501,669,4,2,2,0,725,2,4
3502,671,4,2,2,0,746,2,4
3503,672,4,2,2,0,733,2,4
3504,673,4,2,2,0,726,2,4
3505,674,4,2,2,0,734,2,4
3506,675,4,2,2,0,721,2,4
3507,676,4,2,2,0,739,2,4
3508,677,4,2,2,0,726,2,4
3509,678,4,2,2,0,735,2,4
3510,679,4,2,2,0,729,2,4
3511,680,4,2,2,0,720,2,4
3512,682,4,2,2,0,728,2,4
3513,683,4,2,2,0,721,2,4
3514,684,4,2,2,0,726,2,4
3515,687,4,2,2,0,728,2,4
3516,688,4,2,2,0,722,2,4
3517,689,4,2,2,0,723,2,4
3518,690,3,1,2,0,730,2,4
3519,691,3,1,2,0,730,2,4
3520,694,3,1,2,0,740,2,4
3521,695,3,1,2,0,740,2,4
3522,696,3,1,2,0,740,2,4
3523,697,3,1,2,0,736,2,4
3524,698,3,1,2,0,736,2,4
3525,699,3,1,2,0,736,2,4
3526,700,3,1,2,0,736,2,4
3527,701,3,1,2,0,736,2,4
3528,702,3,1,2,0,736,2,4
3529,703,3,1,2,0,736,2,4
3530,704,8,2,6,0,724,6,36
3531,705,6,2,4,0,741,4,16
3532,706,6,2,4,0,737,4,16
3533,707,6,2,4,0,729,4,16
3534,708,6,2,4,0,726,4,16
3535,709,6,2,4,0,728,4,16
3536,710,6,2,4,0,742,4,16
3537,711,6,2,4,0,725,4,16
3538,712,6,2,4,0,739,4,16
3539,713,3,1,2,0,745,2,4
3540,714,3,1,2,0,745,2,4
3541,749,4,2,2,0,1033,2,4
3542,750,3,1,2,0,1033,2,4
3543,751,3,1,2,0,1033,2,4
3544,752,3,1,2,0,1033,2,4
3545,753,3,1,2,0,1033,2,4
3546,754,2,1,1,0,907,1,1
3547,755,2,1,1,0,907,1,1
3548,756,2,1,1,0,907,1,1
3549,757,2,1,1,0,907,1,1
3550,758,6,2,4,0,834,4,16
3551,759,4,2,2,0,816,2,4
3552,760,4,2,2,0,829,2,4
3553,761,4,2,2,0,833,2,4
3554,762,4,2,2,0,836,2,4
3555,763,4,2,2,0,836,2,4
3556,764,4,2,2,0,836,2,4
3557,765,4,2,2,0,836,2,4
3558,766,4,2,2,0,831,2,4
3559,767,4,2,2,0,833,2,4
3560,768,4,2,2,0,830,2,4
3561,769,4,2,2,0,831,2,4
3562,770,4,2,2,0,831,2,4
3563,771,3,1,2,0,832,2,4
3564,772,3,1,2,0,817,2,4
3565,773,3,1,2,0,817,2,4
3566,774,3,1,2,0,817,2,4
3567,775,3,1,2,0,817,2,4
3568,776,3,1,2,0,817,2,4
3569,777,3,1,2,0,832,2,4
3570,778,3,1,2,0,832,2,4
3571,779,3,1,2,0,832,2,4
3572,780,3,1,2,0,832,2,4
3573,781,3,1,2,0,832,2,4
3574,782,3,1,2,0,818,2,4
3575,783,3,1,2,0,819,2,4
3576,784,3,1,2,0,820,2,4
3577,785,3,1,2,0,820,2,4
3578,786,3,1,2,0,821,2,4
3579,787,3,1,2,0,826,2,4
3580,788,3,1,2,0,825,2,4
3581,789,3,1,2,0,822,2,4
3582,790,3,1,2,0,834,2,4
3583,791,3,1,2,0,834,2,4
3584,792,3,1,2,0,834,2,4
